Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Costco,1004,2024-11-06,Southeast,Virginia,Richmond,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.52,64,161.28,35.51,22.02
Walmart,1001,2024-11-06,Midwest,Illinois,Chicago,Dasani Water,Dasani 50cl,0.97,267,258.99,53.35,20.6
Costco,1004,2024-11-07,West,California,Los Angeles,Fanta,Fanta Orange 1.5L,3.01,296,890.96,365.83,41.06
Walgreens,1006,2024-11-07,West,Arizona,Phoenix,Powerade,Powerade Red 50cl,2.72,140,380.8,154.6,40.6
Walgreens,1006,2024-11-07,South,Florida,Miami,Coca-Cola,Coca-Cola 2L,1.64,203,332.92,76.54,22.99
Walgreens,1006,2024-11-07,South,Texas,Houston,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.23,282,910.86,308.24,33.84
Target,1002,2024-11-07,Midwest,Michigan,Detroit,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.19,220,261.8,67.86,25.92
Walgreens,1006,2024-11-07,West,California,Los Angeles,Diet Coke,Diet Coke 1.5L,2.85,206,587.1,144.13,24.55
Walmart,1001,2024-11-07,Southeast,North Carolina,Charlotte,Dasani Water,Dasani 1L,2.46,145,356.7,86.25,24.18
Target,1002,2024-11-08,Southeast,Virginia,Richmond,Coca-Cola,Coca-Cola Classic 33cl,3.38,316,1068.08,411.32,38.51
Walgreens,1006,2024-11-08,Southeast,Virginia,Richmond,Coca-Cola,Coca-Cola 2L,1.06,365,386.9,131.62,34.02
Walgreens,1006,2024-11-08,Northeast,New York,New York City,Fanta,Fanta Orange 1.5L,1.28,133,170.24,62.15,36.51
Walgreens,1006,2024-11-08,Northeast,Pennsylvania,Philadelphia,Powerade,Powerade Blue 50cl,1.4,285,399.0,132.99,33.33
Walgreens,1006,2024-11-08,Northeast,New York,New York City,Coca-Cola,Coca-Cola 2L,2.25,289,650.25,259.32,39.88
Target,1002,2024-11-08,Southeast,Tennessee,Nashville,Sprite,Sprite 1.5L,3.46,239,826.94,267.6,32.36
Walmart,1001,2024-11-08,West,California,Los Angeles,Sprite,Sprite 33cl,1.12,201,225.12,66.73,29.64
CVS,1005,2024-11-08,Southeast,North Carolina,Charlotte,Fanta,Fanta Orange 33cl,1.54,215,331.1,79.89,24.13
CVS,1005,2024-11-08,West,California,Los Angeles,Coca-Cola,Coca-Cola 1.5L,0.83,211,175.13,40.88,23.34
Walmart,1001,2024-11-08,West,Washington,Seattle,Diet Coke,Diet Coke 33cl,1.11,82,91.02,27.83,30.58
Costco,1004,2024-11-09,South,Florida,Miami,Dasani Water,Dasani 50cl,2.79,469,1308.51,306.98,23.46
Walmart,1001,2024-11-09,Northeast,Pennsylvania,Philadelphia,Powerade,Powerade Blue 50cl,2.62,139,364.18,98.73,27.11
Walmart,1001,2024-11-09,West,Arizona,Phoenix,Powerade,Powerade Blue 50cl,2.64,356,939.84,305.35,32.49
Kroger,1003,2024-11-09,South,Georgia,Atlanta,Fanta,Fanta Orange 1.5L,1.75,85,148.75,45.37,30.5
Target,1002,2024-11-09,West,Washington,Seattle,Powerade,Powerade Blue 50cl,3.49,107,373.43,103.74,27.78
Walgreens,1006,2024-11-09,Southeast,Virginia,Richmond,Fanta,Fanta Orange 33cl,2.95,158,466.1,121.79,26.13
CVS,1005,2024-11-09,West,Arizona,Phoenix,Powerade,Powerade Red 50cl,2.44,228,556.32,180.86,32.51
Walgreens,1006,2024-11-09,West,California,Los Angeles,Powerade,Powerade Red 50cl,3.2,239,764.8,237.85,31.1
Walgreens,1006,2024-11-10,Midwest,Michigan,Detroit,Dasani Water,Dasani 1L,2.09,67,140.03,56.84,40.59
Target,1002,2024-11-10,South,Texas,Houston,Dasani Water,Dasani 1L,3.02,425,1283.5,358.74,27.95
Costco,1004,2024-11-10,West,California,Los Angeles,Fanta,Fanta Orange 33cl,1.5,407,610.5,254.7,41.72
Target,1002,2024-11-10,Southeast,North Carolina,Charlotte,Sprite,Sprite 1.5L,3.42,153,523.26,135.42,25.88
Walgreens,1006,2024-11-10,Midwest,Michigan,Detroit,Coca-Cola,Coca-Cola 1.5L,3.02,243,733.86,174.22,23.74
Target,1002,2024-11-10,South,Texas,Houston,Coca-Cola,Coca-Cola 1.5L,2.62,387,1013.94,321.72,31.73
Walmart,1001,2024-11-10,Midwest,Illinois,Chicago,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.88,225,423.0,141.54,33.46
Costco,1004,2024-11-11,Northeast,Pennsylvania,Philadelphia,Coca-Cola,Coca-Cola Classic 33cl,2.83,114,322.62,78.27,24.26
CVS,1005,2024-11-11,Northeast,Pennsylvania,Philadelphia,Coca-Cola,Coca-Cola Classic 33cl,2.33,103,239.99,57.41,23.92
Walgreens,1006,2024-11-11,Midwest,Michigan,Detroit,Powerade,Powerade Blue 50cl,3.32,119,395.08,115.72,29.29
Walgreens,1006,2024-11-11,Midwest,Michigan,Detroit,Dasani Water,Dasani 50cl,3.09,351,1084.59,317.13,29.24
Walgreens,1006,2024-11-11,Northeast,Pennsylvania,Philadelphia,Coca-Cola,Coca-Cola Classic 33cl,2.88,310,892.8,292.03,32.71
Target,1002,2024-11-11,Midwest,Illinois,Chicago,Dasani Water,Dasani 1L,1.63,80,130.4,35.33,27.09
Costco,1004,2024-11-11,Midwest,Michigan,Detroit,Dasani Water,Dasani 1L,1.5,278,417.0,138.19,33.14
Target,1002,2024-11-11,West,Washington,Seattle,Dasani Water,Dasani 50cl,3.31,201,665.31,237.18,35.65
Walgreens,1006,2024-11-11,Southeast,Virginia,Richmond,Sprite,Sprite 33cl,1.4,107,149.8,31.97,21.34
Walgreens,1006,2024-11-12,Midwest,Illinois,Chicago,Dasani Water,Dasani 1L,1.89,204,385.56,114.16,29.61
Costco,1004,2024-11-12,South,Florida,Miami,Coca-Cola Zero Sugar,Coke Zero 33cl,1.38,226,311.88,92.69,29.72
Walmart,1001,2024-11-12,Midwest,Michigan,Detroit,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.66,178,473.48,133.95,28.29
Costco,1004,2024-11-12,Northeast,Pennsylvania,Philadelphia,Fanta,Fanta Orange 33cl,3.2,216,691.2,261.62,37.85
Costco,1004,2024-11-12,Midwest,Ohio,Columbus,Coca-Cola Zero Sugar,Coke Zero 1.5L,0.96,123,118.08,27.6,23.37
Target,1002,2024-11-12,Southeast,Virginia,Richmond,Fanta,Fanta Orange 1.5L,1.1,394,433.4,146.62,33.83
Walgreens,1006,2024-11-12,Northeast,Massachusetts,Boston,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.58,278,439.24,107.22,24.41
Target,1002,2024-11-12,Southeast,North Carolina,Charlotte,Powerade,Powerade Blue 50cl,1.18,177,208.86,78.41,37.54
Costco,1004,2024-11-12,South,Florida,Miami,Powerade,Powerade Red 50cl,2.78,304,845.12,221.67,26.23
CVS,1005,2024-11-13,Southeast,Tennessee,Nashville,Coca-Cola Zero Sugar,Coke Zero 33cl,0.83,192,159.36,51.25,32.16
CVS,1005,2024-11-13,Northeast,Pennsylvania,Philadelphia,Powerade,Powerade Red 50cl,2.55,124,316.2,63.52,20.09
Kroger,1003,2024-11-13,West,Washington,Seattle,Sprite,Sprite 1.5L,3.3,327,1079.1,308.73,28.61
Costco,1004,2024-11-13,Southeast,Virginia,Richmond,Coca-Cola Zero Sugar,Coke Zero 33cl,3.27,36,117.72,49.37,41.94
Costco,1004,2024-11-13,Northeast,Pennsylvania,Philadelphia,Dasani Water,Dasani 50cl,1.14,437,498.18,159.42,32.0
Costco,1004,2024-11-13,Northeast,New York,New York City,Fanta,Fanta Orange 1.5L,2.49,181,450.69,91.67,20.34
Costco,1004,2024-11-13,Northeast,Massachusetts,Boston,Powerade,Powerade Red 50cl,2.13,100,213.0,45.31,21.27
Costco,1004,2024-11-13,Southeast,Tennessee,Nashville,Dasani Water,Dasani 50cl,0.94,131,123.14,41.33,33.56
Costco,1004,2024-11-13,Northeast,Massachusetts,Boston,Dasani Water,Dasani 1L,1.32,220,290.4,63.22,21.77
Costco,1004,2024-11-13,Midwest,Michigan,Detroit,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.43,154,374.22,151.33,40.44
CVS,1005,2024-11-13,Southeast,Tennessee,Nashville,Diet Coke,Diet Coke 33cl,2.85,405,1154.25,351.82,30.48
CVS,1005,2024-11-13,Northeast,Pennsylvania,Philadelphia,Powerade,Powerade Red 50cl,1.54,82,126.28,30.76,24.36
Walgreens,1006,2024-11-13,Midwest,Illinois,Chicago,Dasani Water,Dasani 1L,1.08,241,260.28,86.1,33.08
Walgreens,1006,2024-11-14,Midwest,Michigan,Detroit,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.9,184,533.6,131.27,24.6
Walmart,1001,2024-11-15,Northeast,Massachusetts,Boston,Powerade,Powerade Red 50cl,2.9,119,345.1,99.49,28.83
Costco,1004,2024-11-15,South,Texas,Houston,Coca-Cola,Coca-Cola 2L,1.12,293,328.16,115.87,35.31
Kroger,1003,2024-11-15,West,California,Los Angeles,Fanta,Fanta Orange 1.5L,1.24,277,343.48,76.56,22.29
Walgreens,1006,2024-11-15,Northeast,New York,New York City,Diet Coke,Diet Coke 33cl,2.7,257,693.9,163.21,23.52
CVS,1005,2024-11-15,West,Washington,Seattle,Powerade,Powerade Blue 50cl,2.75,136,374.0,99.07,26.49
Target,1002,2024-11-15,Southeast,North Carolina,Charlotte,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.14,254,797.56,181.21,22.72
Walgreens,1006,2024-11-15,West,California,Los Angeles,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.33,238,316.54,66.73,21.08
CVS,1005,2024-11-15,Southeast,Virginia,Richmond,Sprite,Sprite 1.5L,1.26,331,417.06,168.95,40.51
CVS,1005,2024-11-15,Midwest,Illinois,Chicago,Diet Coke,Diet Coke 1.5L,2.6,229,595.4,170.11,28.57
Costco,1004,2024-11-15,Midwest,Michigan,Detroit,Diet Coke,Diet Coke 33cl,0.81,236,191.16,53.83,28.16
Walmart,1001,2024-11-16,West,California,Los Angeles,Dasani Water,Dasani 1L,2.07,77,159.39,62.67,39.32
Target,1002,2024-11-16,Midwest,Ohio,Columbus,Powerade,Powerade Blue 50cl,1.08,211,227.88,77.46,33.99
Walgreens,1006,2024-11-16,Northeast,Pennsylvania,Philadelphia,Dasani Water,Dasani 50cl,2.27,147,333.69,113.15,33.91
Target,1002,2024-11-16,Southeast,Virginia,Richmond,Dasani Water,Dasani 50cl,1.21,192,232.32,77.87,33.52
Walgreens,1006,2024-11-16,West,California,Los Angeles,Dasani Water,Dasani 50cl,3.37,108,363.96,101.07,27.77
Walmart,1001,2024-11-16,Southeast,North Carolina,Charlotte,Sprite,Sprite 1.5L,2.84,111,315.24,102.99,32.67
CVS,1005,2024-11-16,West,California,Los Angeles,Fanta,Fanta Orange 1.5L,2.21,315,696.15,153.5,22.05
Target,1002,2024-11-17,West,Washington,Seattle,Diet Coke,Diet Coke 33cl,1.17,153,179.01,41.19,23.01
CVS,1005,2024-11-17,South,Georgia,Atlanta,Coca-Cola,Coca-Cola 1.5L,2.01,260,522.6,205.7,39.36
Target,1002,2024-11-17,Midwest,Michigan,Detroit,Coca-Cola Zero Sugar,Coke Zero 33cl,1.78,278,494.84,117.97,23.84
CVS,1005,2024-11-17,Midwest,Ohio,Columbus,Sprite,Sprite 33cl,2.4,106,254.4,51.29,20.16
Kroger,1003,2024-11-17,Midwest,Illinois,Chicago,Dasani Water,Dasani 1L,1.71,326,557.46,180.84,32.44
Walgreens,1006,2024-11-17,South,Texas,Houston,Coca-Cola,Coca-Cola 1.5L,0.92,384,353.28,72.25,20.45
Target,1002,2024-11-17,Northeast,Massachusetts,Boston,Diet Coke,Diet Coke 33cl,3.39,321,1088.19,334.07,30.7
Kroger,1003,2024-11-17,South,Georgia,Atlanta,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.84,131,372.04,77.61,20.86
Walmart,1001,2024-11-17,West,California,Los Angeles,Sprite,Sprite 1.5L,2.65,221,585.65,223.48,38.16
Walmart,1001,2024-11-17,Midwest,Ohio,Columbus,Powerade,Powerade Blue 50cl,2.87,245,703.15,231.06,32.86
Costco,1004,2024-11-17,West,Washington,Seattle,Coca-Cola Zero Sugar,Coke Zero 33cl,2.37,55,130.35,41.78,32.05
Walgreens,1006,2024-11-17,Northeast,Massachusetts,Boston,Diet Coke,Diet Coke 33cl,2.57,302,776.14,311.31,40.11
Target,1002,2024-11-17,Southeast,Tennessee,Nashville,Powerade,Powerade Blue 50cl,3.12,201,627.12,224.01,35.72
Walgreens,1006,2024-11-17,Northeast,Massachusetts,Boston,Powerade,Powerade Red 50cl,1.89,182,343.98,81.94,23.82
CVS,1005,2024-11-17,West,California,Los Angeles,Coca-Cola,Coca-Cola 1.5L,1.27,335,425.45,127.76,30.03
CVS,1005,2024-11-17,Northeast,New York,New York City,Coca-Cola,Coca-Cola Classic 33cl,1.95,238,464.1,102.47,22.08
Kroger,1003,2024-11-17,Northeast,Massachusetts,Boston,Powerade,Powerade Blue 50cl,2.07,262,542.34,202.02,37.25
CVS,1005,2024-11-17,South,Georgia,Atlanta,Sprite,Sprite 1.5L,2.16,104,224.64,85.86,38.22
Walmart,1001,2024-11-17,Southeast,Tennessee,Nashville,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.24,229,512.96,209.75,40.89
CVS,1005,2024-11-18,Northeast,Massachusetts,Boston,Coca-Cola Zero Sugar,Coke Zero 33cl,1.24,149,184.76,71.35,38.62
Costco,1004,2024-11-18,Northeast,New York,New York City,Fanta,Fanta Orange 1.5L,1.89,107,202.23,55.94,27.66
CVS,1005,2024-11-18,South,Texas,Houston,Diet Coke,Diet Coke 33cl,0.99,209,206.91,78.46,37.92
Kroger,1003,2024-11-18,Northeast,Pennsylvania,Philadelphia,Diet Coke,Diet Coke 1.5L,1.93,280,540.4,156.45,28.95
CVS,1005,2024-11-18,West,California,Los Angeles,Coca-Cola,Coca-Cola 2L,2.53,246,622.38,189.2,30.4
Walmart,1001,2024-11-18,West,California,Los Angeles,Dasani Water,Dasani 50cl,2.54,41,104.14,26.18,25.14
Costco,1004,2024-11-18,Northeast,Massachusetts,Boston,Powerade,Powerade Blue 50cl,2.64,100,264.0,62.78,23.78
Costco,1004,2024-11-18,South,Florida,Miami,Powerade,Powerade Blue 50cl,1.82,227,413.14,136.96,33.15
CVS,1005,2024-11-19,West,Washington,Seattle,Sprite,Sprite 33cl,0.93,213,198.09,61.25,30.92
Target,1002,2024-11-19,Southeast,Virginia,Richmond,Fanta,Fanta Orange 33cl,1.87,147,274.89,62.62,22.78
CVS,1005,2024-11-19,Southeast,Virginia,Richmond,Dasani Water,Dasani 1L,2.97,80,237.6,51.94,21.86
Kroger,1003,2024-11-19,West,Washington,Seattle,Coca-Cola,Coca-Cola 1.5L,0.9,137,123.3,50.66,41.09
Costco,1004,2024-11-20,West,Arizona,Phoenix,Powerade,Powerade Red 50cl,1.27,87,110.49,32.52,29.43
Kroger,1003,2024-11-20,Northeast,Pennsylvania,Philadelphia,Coca-Cola,Coca-Cola 2L,3.19,324,1033.56,210.54,20.37
Walmart,1001,2024-11-20,Northeast,Massachusetts,Boston,Dasani Water,Dasani 50cl,1.22,36,43.92,11.44,26.05
Costco,1004,2024-11-20,Midwest,Illinois,Chicago,Coca-Cola,Coca-Cola Classic 33cl,1.55,73,113.15,26.25,23.2
Costco,1004,2024-11-20,Midwest,Ohio,Columbus,Fanta,Fanta Orange 33cl,2.42,226,546.92,165.66,30.29
Kroger,1003,2024-11-20,South,Georgia,Atlanta,Coca-Cola,Coca-Cola Classic 33cl,1.82,319,580.58,188.57,32.48
Target,1002,2024-11-20,South,Florida,Miami,Coca-Cola,Coca-Cola 2L,1.54,238,366.52,102.88,28.07
Kroger,1003,2024-11-20,Southeast,North Carolina,Charlotte,Coca-Cola Zero Sugar,Coke Zero 33cl,2.18,227,494.86,113.92,23.02
Walmart,1001,2024-11-20,Northeast,New York,New York City,Powerade,Powerade Blue 50cl,0.82,165,135.3,50.21,37.11
Target,1002,2024-11-21,West,Washington,Seattle,Powerade,Powerade Red 50cl,3.41,298,1016.18,346.01,34.05
Walmart,1001,2024-11-21,West,Arizona,Phoenix,Coca-Cola,Coca-Cola 2L,1.32,227,299.64,111.11,37.08
Kroger,1003,2024-11-21,Northeast,New York,New York City,Fanta,Fanta Orange 1.5L,1.29,116,149.64,35.82,23.94
Walmart,1001,2024-11-21,South,Texas,Houston,Diet Coke,Diet Coke 1.5L,2.1,262,550.2,123.91,22.52
Walgreens,1006,2024-11-21,Northeast,Pennsylvania,Philadelphia,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.66,90,149.4,52.28,34.99
Kroger,1003,2024-11-21,Midwest,Illinois,Chicago,Coca-Cola,Coca-Cola Classic 33cl,2.33,325,757.25,313.88,41.45
Kroger,1003,2024-11-21,Northeast,Massachusetts,Boston,Fanta,Fanta Orange 33cl,2.73,252,687.96,151.28,21.99
Target,1002,2024-11-22,Northeast,Massachusetts,Boston,Coca-Cola Zero Sugar,Coke Zero 33cl,2.97,231,686.07,227.84,33.21
Target,1002,2024-11-22,Southeast,North Carolina,Charlotte,Fanta,Fanta Orange 33cl,1.08,61,65.88,17.01,25.82
Target,1002,2024-11-22,Midwest,Michigan,Detroit,Powerade,Powerade Red 50cl,2.83,56,158.48,31.93,20.15
Walmart,1001,2024-11-22,Northeast,New York,New York City,Dasani Water,Dasani 1L,1.74,247,429.78,148.92,34.65
Target,1002,2024-11-22,Northeast,Massachusetts,Boston,Coca-Cola,Coca-Cola 1.5L,1.28,73,93.44,25.28,27.05
Costco,1004,2024-11-22,West,Arizona,Phoenix,Sprite,Sprite 33cl,2.68,105,281.4,97.42,34.62
Walgreens,1006,2024-11-22,Midwest,Ohio,Columbus,Powerade,Powerade Blue 50cl,3.09,340,1050.6,340.5,32.41
CVS,1005,2024-11-22,Southeast,North Carolina,Charlotte,Powerade,Powerade Blue 50cl,1.9,81,153.9,62.96,40.91
Kroger,1003,2024-11-23,South,Florida,Miami,Powerade,Powerade Blue 50cl,2.54,185,469.9,144.78,30.81
Walgreens,1006,2024-11-23,West,Washington,Seattle,Coca-Cola Zero Sugar,Coke Zero 33cl,1.85,228,421.8,125.11,29.66
Kroger,1003,2024-11-23,South,Texas,Houston,Fanta,Fanta Orange 1.5L,2.85,89,253.65,104.3,41.12
Target,1002,2024-11-23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,Coca-Cola 2L,1.09,75,81.75,29.86,36.52
Walgreens,1006,2024-11-23,West,Washington,Seattle,Coca-Cola,Coca-Cola 2L,2.9,87,252.3,51.65,20.47
Walmart,1001,2024-11-23,West,Washington,Seattle,Fanta,Fanta Orange 33cl,2.24,62,138.88,38.64,27.82
Walmart,1001,2024-11-23,Midwest,Illinois,Chicago,Sprite,Sprite 1.5L,1.5,187,280.5,100.22,35.73
Walmart,1001,2024-11-23,Northeast,Massachusetts,Boston,Fanta,Fanta Orange 1.5L,2.92,257,750.44,290.57,38.72
Costco,1004,2024-11-23,South,Florida,Miami,Coca-Cola Zero Sugar,Coke Zero 33cl,3.04,306,930.24,342.33,36.8
Target,1002,2024-11-24,Southeast,North Carolina,Charlotte,Fanta,Fanta Orange 1.5L,0.82,223,182.86,71.52,39.11
Target,1002,2024-11-24,Southeast,Tennessee,Nashville,Fanta,Fanta Orange 33cl,2.49,181,450.69,165.27,36.67
Walgreens,1006,2024-11-24,Northeast,New York,New York City,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.27,393,1285.11,341.33,26.56
Walmart,1001,2024-11-24,Midwest,Michigan,Detroit,Dasani Water,Dasani 1L,2.13,69,146.97,56.76,38.62
Walgreens,1006,2024-11-24,Midwest,Michigan,Detroit,Powerade,Powerade Red 50cl,2.05,114,233.7,66.81,28.59
CVS,1005,2024-11-24,Northeast,Massachusetts,Boston,Fanta,Fanta Orange 33cl,1.17,342,400.14,80.79,20.19
Kroger,1003,2024-11-24,Southeast,North Carolina,Charlotte,Dasani Water,Dasani 50cl,2.45,37,90.65,28.81,31.78
Kroger,1003,2024-11-24,Midwest,Michigan,Detroit,Dasani Water,Dasani 1L,1.12,173,193.76,78.57,40.55
Target,1002,2024-11-24,Northeast,Pennsylvania,Philadelphia,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.7,225,382.5,91.76,23.99
CVS,1005,2024-11-24,Midwest,Michigan,Detroit,Powerade,Powerade Blue 50cl,0.97,326,316.22,119.03,37.64
Kroger,1003,2024-11-24,Northeast,Pennsylvania,Philadelphia,Diet Coke,Diet Coke 33cl,2.98,155,461.9,161.99,35.07
Kroger,1003,2024-11-25,West,Washington,Seattle,Fanta,Fanta Orange 33cl,2.91,331,963.21,230.21,23.9
Target,1002,2024-11-25,Southeast,Tennessee,Nashville,Coca-Cola Zero Sugar,Coke Zero 33cl,3.39,262,888.18,359.0,40.42
Target,1002,2024-11-25,Southeast,Tennessee,Nashville,Dasani Water,Dasani 50cl,2.32,346,802.72,161.83,20.16
CVS,1005,2024-11-25,Southeast,North Carolina,Charlotte,Coca-Cola,Coca-Cola 1.5L,0.86,95,81.7,24.41,29.88
Costco,1004,2024-11-26,Northeast,Pennsylvania,Philadelphia,Coca-Cola,Coca-Cola 1.5L,1.74,44,76.56,21.23,27.73
Kroger,1003,2024-11-26,West,Arizona,Phoenix,Powerade,Powerade Blue 50cl,2.78,70,194.6,62.6,32.17
Walgreens,1006,2024-11-26,Northeast,New York,New York City,Powerade,Powerade Blue 50cl,1.52,69,104.88,39.52,37.68
Kroger,1003,2024-11-26,Midwest,Ohio,Columbus,Dasani Water,Dasani 50cl,2.65,46,121.9,26.09,21.4
Walmart,1001,2024-11-26,Southeast,North Carolina,Charlotte,Coca-Cola Zero Sugar,Coke Zero 33cl,1.93,151,291.43,94.71,32.5
Target,1002,2024-11-26,West,Arizona,Phoenix,Coca-Cola Zero Sugar,Coke Zero 33cl,2.9,219,635.1,190.66,30.02
Walmart,1001,2024-11-26,Midwest,Illinois,Chicago,Fanta,Fanta Orange 1.5L,2.68,161,431.48,128.49,29.78
Kroger,1003,2024-11-26,West,California,Los Angeles,Sprite,Sprite 1.5L,0.86,135,116.1,29.84,25.7
Costco,1004,2024-11-26,West,California,Los Angeles,Sprite,Sprite 1.5L,2.62,244,639.28,253.79,39.7
Walgreens,1006,2024-11-26,West,Arizona,Phoenix,Coca-Cola,Coca-Cola Classic 33cl,2.33,136,316.88,88.92,28.06
Walgreens,1006,2024-11-26,Northeast,Pennsylvania,Philadelphia,Dasani Water,Dasani 50cl,1.09,246,268.14,83.61,31.18
Walmart,1001,2024-11-27,West,California,Los Angeles,Dasani Water,Dasani 50cl,2.46,240,590.4,192.35,32.58
Costco,1004,2024-11-27,Southeast,Virginia,Richmond,Coca-Cola,Coca-Cola 2L,2.03,141,286.23,70.99,24.8
Walgreens,1006,2024-11-27,Northeast,Massachusetts,Boston,Dasani Water,Dasani 1L,1.06,34,36.04,8.68,24.09
Costco,1004,2024-11-27,South,Texas,Houston,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.71,236,403.56,84.51,20.94
Costco,1004,2024-11-27,Southeast,Virginia,Richmond,Coca-Cola,Coca-Cola Classic 33cl,1.97,80,157.6,52.87,33.55
Walmart,1001,2024-11-27,West,Washington,Seattle,Fanta,Fanta Orange 1.5L,2.72,133,361.76,86.5,23.91
Kroger,1003,2024-11-27,South,Florida,Miami,Diet Coke,Diet Coke 33cl,1.06,404,428.24,154.21,36.01
CVS,1005,2024-11-27,Southeast,Tennessee,Nashville,Sprite,Sprite 1.5L,2.22,237,526.14,116.86,22.21
Target,1002,2024-11-27,West,Arizona,Phoenix,Coca-Cola,Coca-Cola Classic 33cl,3.41,48,163.68,56.42,34.47
Target,1002,2024-11-28,Northeast,Massachusetts,Boston,Dasani Water,Dasani 50cl,2.93,118,345.74,70.63,20.43
Target,1002,2024-11-28,Northeast,Pennsylvania,Philadelphia,Fanta,Fanta Orange 33cl,1.82,282,513.24,215.36,41.96
Kroger,1003,2024-11-28,West,Washington,Seattle,Diet Coke,Diet Coke 1.5L,2.33,68,158.44,37.72,23.81
CVS,1005,2024-11-28,Southeast,North Carolina,Charlotte,Powerade,Powerade Blue 50cl,3.33,101,336.33,96.66,28.74
CVS,1005,2024-11-28,South,Texas,Houston,Coca-Cola Zero Sugar,Coke Zero 33cl,0.83,323,268.09,79.38,29.61
Costco,1004,2024-11-28,Midwest,Ohio,Columbus,Sprite,Sprite 1.5L,1.08,209,225.72,90.69,40.18
CVS,1005,2024-11-28,West,California,Los Angeles,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.12,282,597.84,146.05,24.43
CVS,1005,2024-11-28,Northeast,Massachusetts,Boston,Dasani Water,Dasani 50cl,2.51,158,396.58,125.04,31.53
Kroger,1003,2024-11-29,Southeast,Tennessee,Nashville,Sprite,Sprite 1.5L,2.9,44,127.6,40.36,31.63
Walgreens,1006,2024-11-29,Northeast,New York,New York City,Dasani Water,Dasani 1L,3.24,230,745.2,288.09,38.66
Costco,1004,2024-11-29,Southeast,North Carolina,Charlotte,Sprite,Sprite 33cl,1.87,47,87.89,31.55,35.9
Walgreens,1006,2024-11-29,Northeast,Massachusetts,Boston,Powerade,Powerade Blue 50cl,2.61,297,775.17,166.51,21.48
Target,1002,2024-11-29,West,California,Los Angeles,Coca-Cola Zero Sugar,Coke Zero 33cl,1.15,32,36.8,10.35,28.12
Costco,1004,2024-11-30,Midwest,Ohio,Columbus,Powerade,Powerade Red 50cl,2.98,355,1057.9,216.66,20.48
Costco,1004,2024-11-30,Midwest,Ohio,Columbus,Fanta,Fanta Orange 1.5L,2.66,186,494.76,203.25,41.08
CVS,1005,2024-11-30,Northeast,Pennsylvania,Philadelphia,Fanta,Fanta Orange 33cl,0.99,35,34.65,11.65,33.63
Walmart,1001,2024-11-30,Southeast,Virginia,Richmond,Fanta,Fanta Orange 1.5L,2.85,105,299.25,102.85,34.37
Walmart,1001,2024-11-30,Midwest,Ohio,Columbus,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.4,63,88.2,23.14,26.24
CVS,1005,2024-12-01,West,Washington,Seattle,Sprite,Sprite 33cl,1.23,392,482.16,162.39,33.68
Costco,1004,2024-12-01,Southeast,Virginia,Richmond,Powerade,Powerade Blue 50cl,2.72,29,78.88,22.93,29.07
CVS,1005,2024-12-01,West,Washington,Seattle,Coca-Cola,Coca-Cola 2L,1.86,122,226.92,69.21,30.5
Kroger,1003,2024-12-01,West,California,Los Angeles,Powerade,Powerade Blue 50cl,2.24,320,716.8,272.38,38.0
Walmart,1001,2024-12-01,Midwest,Michigan,Detroit,Sprite,Sprite 33cl,2.11,40,84.4,24.86,29.46
CVS,1005,2024-12-01,South,Georgia,Atlanta,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.5,316,790.0,227.52,28.8
Walmart,1001,2024-12-01,Southeast,Tennessee,Nashville,Coca-Cola,Coca-Cola Classic 33cl,1.1,38,41.8,11.6,27.74
Walgreens,1006,2024-12-01,Southeast,Tennessee,Nashville,Coca-Cola,Coca-Cola 2L,2.17,164,355.88,135.06,37.95
CVS,1005,2024-12-02,Midwest,Ohio,Columbus,Dasani Water,Dasani 1L,3.44,305,1049.2,432.48,41.22
Costco,1004,2024-12-02,Midwest,Michigan,Detroit,Fanta,Fanta Orange 33cl,0.89,430,382.7,148.68,38.85
CVS,1005,2024-12-02,West,California,Los Angeles,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.08,289,601.12,148.78,24.75
Walmart,1001,2024-12-02,Southeast,North Carolina,Charlotte,Sprite,Sprite 1.5L,2.21,344,760.24,170.37,22.41
